id,y,x
2355368346,30.3414142,78.1144932
2355368377,30.3429495,78.1328827
2355568939,30.3046094,78.0431355
2355568953,30.3066549,78.0454586
2355568956,30.3075649,78.0411304
2355568957,30.3078886,78.0466706
2355568959,30.3081616,78.0346668
2355568961,30.3083498,78.0353841
2355568970,30.316588,78.0384913
2355568972,30.3169749,78.0371059
2355568973,30.3167304,78.0355985
2355568974,30.3171901,78.0277928
2355568975,30.3173554,78.0361176
2355568977,30.3175954,78.0289881
2355568978,30.317573,78.0357009
2355568979,30.3176806,78.029003
2355568982,30.3179918,78.0343055
2355568987,30.3187931,78.0338929
2355568992,30.3193387,78.0323348
2355568993,30.3193858,78.034065
2355568994,30.3193998,78.0324454
2355568999,30.320101,78.0380968
2355569004,30.3206931,78.0325159
2355569019,30.3221271,78.03937
2355578593,30.2702282,78.0079876
2355578594,30.2710331,78.0077576
2355578595,30.2727537,78.0074218
2355578597,30.2814469,78.0008344
2355578598,30.2847475,77.9975413
2355578599,30.2857653,77.9964986
2355578608,30.3213004,78.0221599
2355578616,30.3225312,77.996174
2355578644,30.3243166,78.0515546
2356412512,30.0278219,78.2208949
2356412530,30.0335394,78.2237204
2356412534,30.0250581,78.2230557
2356412536,30.0173367,78.2262495
2356412542,30.0341547,78.2173455
2356412553,30.0350629,78.2157261
2356412558,30.031387,78.2296884
2356412559,30.0286589,78.2199992
2356412560,30.0244486,78.2233588
2356412561,30.0337631,78.217907
2356412571,30.0172819,78.2238497
2356412573,30.0196346,78.2255288
2356412575,30.0216458,78.2302747
2356412581,30.0288077,78.231088
2356412582,30.0183334,78.2258467
2356412583,30.0285438,78.2201372
2356412584,30.0219737,78.224766
2356412586,30.0307298,78.2181974
2356412600,30.0344281,78.2130996
2356412601,30.0344347,78.2138394
2356412607,30.02998,78.2306128
2356412614,30.0170265,78.2241877
2356412617,30.0338626,78.2265004
2356412628,30.0209212,78.2251506
2356412630,30.0283559,78.2203407
2356412632,30.033728,78.2269582
2356412633,30.0335045,78.2233025
2356412639,30.0253285,78.2318764
2356412643,30.0258136,78.2318493
2356412646,30.023518,78.2239634
2356412648,30.0180943,78.2259362
2356412657,30.0340621,78.2126302
2356412661,30.0188375,78.2257219
2356412665,30.0159558,78.2234527
2356412666,30.0341565,78.2116686
2356412669,30.0331326,78.2203498
2356412671,30.0335974,78.2244531
2356412675,30.0346663,78.2163888
2356412676,30.0222756,78.2246263
2356412677,30.021792,78.2248336
2356412681,30.0200605,78.2289797
2356412682,30.0279945,78.2206998
2356412689,30.0329316,78.2254049
2356412695,30.0342745,78.2117835
2356412700,30.0327934,78.2258593
2356412702,30.024634,78.2232499
2356412704,30.0324965,78.2164729
2356412711,30.0355333,78.2148479
2356412716,30.024415,78.2315352
2356412717,30.0331764,78.2247896
2356412723,30.0329283,78.2157424
2356412725,30.0347546,78.2123377
2356412726,30.0330407,78.2194103
2356412727,30.034811,78.2099196
2356412732,30.0300875,78.2186198
2356412733,30.020538,78.2252686
2356425747,30.0332665,78.2180272
2356425761,30.0283648,78.2216941
2356425767,30.0313337,78.220008
2356425779,30.0328955,78.2204687
2356425786,30.0300756,78.2212863
2356425789,30.0330233,78.2189452
2356425797,30.036068,78.2141786
2356425807,30.0347824,78.2122331
2356425813,30.0362413,78.2139087
2356425833,30.0301592,78.2215207
2356425849,30.0359118,78.2143758
2356425867,30.0284561,78.2218615
2356425870,30.035486,78.2124959
2356425877,30.0325629,78.22069
2356425882,30.0285295,78.2224029
2356425887,30.0310416,78.2203476
2356425888,30.0295014,78.2216284
2356425892,30.0288809,78.2221391
2356425900,30.0369597,78.2158043
2356425903,30.0317101,78.2196015
2356440224,30.0275816,78.216503
2356440230,30.0277767,78.2150707
2356440233,30.0289674,78.2134614
2356440242,30.0253916,78.2226454
2356440251,30.0264251,78.2190297
2356440267,30.0271717,78.2198233
2356440276,30.0286571,78.2141446
2356440281,30.0279671,78.2152048
2356440283,30.0284101,78.2146886
2356440287,30.0281343,78.215296
2356440293,30.0281798,78.2138223
2356440295,30.0274051,78.216385
2356440301,30.0279094,78.214378
2356440307,30.0272751,78.2171253
2356440311,30.0300431,78.2111869
2356440344,30.0257749,78.2149688
2356447963,30.0255511,78.2252907
2356447966,30.0237859,78.2125103
2356447974,30.026165,78.2245533
2356447975,30.0220104,78.2273975
2356447977,30.0193965,78.2266607
2356447981,30.0180081,78.2269306
2356447983,30.0211688,78.2262083
2356447984,30.0177287,78.2253047
2356447990,30.0213554,78.2268565
2356447991,30.0259289,78.2093732
2356447997,30.0220936,78.2251862
2356447999,30.022554,78.2267494
2356448015,30.0226441,78.2256873
2356448024,30.0224338,78.2263275
2356448030,30.0207258,78.2263323
2356465245,30.0212418,78.2107309
2356465250,30.0143615,78.207575
2356465253,30.013479,78.2076608
2356465257,30.0087767,78.2125179
2356465261,30.0087693,78.2119831
2356465263,30.0184131,78.2164333
2356465267,30.010384,78.2105573
2356465269,30.0206309,78.2132845
2356465283,30.0141014,78.2076179
2356465286,30.0132145,78.2076962
2356465287,30.0171021,78.2078854
2356465289,30.0151045,78.2075234
2356465290,30.0148428,78.2075537
2356465292,30.0171728,78.2153122
2356465298,30.0150855,78.2100678
2356465304,30.019306,78.2151657
2356465305,30.0145474,78.2136774
2356465314,30.0225549,78.2120401
2356465317,30.0107282,78.2116224
2356465319,30.0126812,78.2102696
2356465326,30.0143824,78.2101735
2356465328,30.0145586,78.2130192
2356465331,30.0181227,78.2153873
2356465335,30.0234948,78.2129408
2356465337,30.0220515,78.2096908
2356465339,30.0201571,78.2139765
2356465342,30.0209261,78.2165997
2356465349,30.0180368,78.2140407
2356465351,30.0087721,78.2116162
2356465352,30.0073738,78.2119675
2356465355,30.0188548,78.2128166
2356465356,30.0196322,78.2147704
2356465361,30.01662,78.214816
2356465364,30.0195466,78.2095239
2356465369,30.0219349,78.2098257
2356465370,30.0225305,78.2101516
2356465377,30.0177557,78.215846
2356465378,30.0194616,78.2133471
2356465389,30.0173668,78.2080578
2356465398,30.0200845,78.2096273
2356465408,30.0187497,78.2116457
2356465409,30.0171127,78.2098243
2356465412,30.0073756,78.212489
2356465414,30.0183015,78.2123082
2356465415,30.0068791,78.211812
2356465419,30.0199458,78.2098304
2356465421,30.0145763,78.2095829
2356465422,30.0199225,78.2126649
2356465424,30.020595,78.2101113
2356465429,30.014996,78.2095115
2356484982,30.0289145,78.2088963
2356484991,30.0335393,78.2214334
2356485009,30.0359236,78.2211961
2356485046,30.0347597,78.2217444
2356485070,30.038954,78.2211845
2356485072,30.035611,78.2214767
2356485075,30.0353765,78.2211582
2356485083,30.0316779,78.2104251
2356485086,30.0357464,78.2208142
2356485095,30.0350533,78.2206744
2356485141,30.0278796,78.2079296
2356485148,30.0262514,78.2117235
2356485150,30.0350664,78.2274491
2356485163,30.0249253,78.2134991
2356485235,30.0271672,78.2105272
2356485241,30.0283294,78.2102159
2356485253,30.0361409,78.2214812
2356509562,30.0370066,78.2297207
2356509564,30.0352949,78.2313873
2356509567,30.0329387,78.2393993
2356509572,30.0335174,78.2347452
2356509578,30.0373199,78.2366384
2356509579,30.0347019,78.2303671
2356509591,30.0330314,78.2398143
2356509594,30.0363808,78.2293016
2356509595,30.0332793,78.2346204
2356509597,30.037784,78.2302696
2356509600,30.0368372,78.2297667
2356509605,30.0362441,78.2340241
2356509614,30.0250527,78.2327111
2356509625,30.0330584,78.2343594
2356509628,30.0392866,78.2273885
2356509631,30.0252053,78.2329011
2356509639,30.0319397,78.2354891
2356509642,30.0348328,78.2324334
2356509644,30.0338509,78.2320315
2356509648,30.0346322,78.2328026
2356509654,30.0328806,78.244956
2356509660,30.0373767,78.2343544
2356509671,30.0353168,78.2332631
2356509673,30.027524,78.2357936
2356509676,30.0277298,78.2364148
2356509685,30.033339,78.2407417
2356509687,30.042135,78.2247358
2356511472,30.0288376,78.2425812
2356511486,30.0277458,78.2431225
2356511487,30.0291722,78.2387601
2356571804,30.010553,78.2228778
2356571821,30.0422558,78.2151246
2356571827,30.0450949,78.2091755
2356571850,30.0378135,78.2129353
2356571880,30.044151,78.2109812
2356571911,30.0105776,78.2224465
2356571913,30.0422863,78.2107678
2356571937,30.0091852,78.222504
2356571939,30.0089832,78.2231472
2356571953,30.0095828,78.221579
2356571958,30.0418458,78.2158199
2356571983,30.0098448,78.2221638
2356571990,30.0095027,78.2220602
2356571992,30.0141451,78.2211751
2356572013,30.0093111,78.2211979
2356572014,30.0099303,78.2221766
2356572025,30.0138106,78.2234067
2356572077,30.0151112,78.2234121
2356572094,30.0134755,78.2200223
2356572160,30.0442779,78.2109321
2356572161,30.0429248,78.2156197
2356599317,29.9965662,78.201957
2356599319,29.9974996,78.1933585
2356599326,29.9938665,78.1928919
2356599331,29.9969546,78.1959972
2356599335,29.9935043,78.1976996
2356599342,29.988686,78.1957939
2356599345,29.9963754,78.2012254
2356599351,29.9990082,78.1942754
2356599364,29.9939184,78.1937736
2356599377,29.9947726,78.1998092
2356599392,29.9946494,78.1947884
2356599395,29.9986355,78.1912315
2356599409,29.9941963,78.1925861
2356599437,29.9967717,78.2017572
2356599461,29.9985248,78.2072213
2356599464,29.9903375,78.1974359
2356599470,30.0073577,78.1928357
2356599496,29.9983148,78.1921385
2356599499,29.9953532,78.1941202
2356599527,29.9949417,78.1936731
2356599555,29.9975706,78.1955643
2356599571,29.9972581,78.1956974
2356599574,30.0027316,78.1984017
2356599599,29.9990905,78.201621
2356599603,29.9963964,78.1930422
2356599612,29.9952469,78.1976755
2356599618,29.995501,78.2011599
2356599621,29.9979616,78.1923102
2356599623,29.9982472,78.1906613
2356599625,29.9961113,78.1968582
2356599631,29.9941467,78.2014489
2356599637,29.9962507,78.196708
2356599639,30.0000035,78.2082934
2356599648,29.9984729,78.1934001
2356599662,30.0022289,78.1911805
2356599672,29.9942429,78.19651
2356599679,29.996548,78.201478
2356599686,29.9942823,78.1985177
2356599688,29.9938132,78.197135
2356599689,29.9983798,78.1926849
2356599696,29.9947155,78.1981422
2356599701,29.9979139,78.2061333
2356599706,29.9991535,78.192476
2356599712,30.0058755,78.1944149
2356599718,29.9945828,78.1931674
2356599724,29.996735,78.2040739
2356599734,29.9938563,78.2010419
2356599742,30.0033353,78.1973292
2356599744,29.997376,78.192028
2356599746,29.9904143,78.1975128
2356599763,29.9963196,78.2017615
2356599765,29.9960549,78.2030814
2356599774,30.0040873,78.1964087
2356599782,29.9896812,78.1983334
2356599788,29.9928723,78.1997666
2356599805,29.9972824,78.1930447
2356599809,29.9952882,78.1941699
2356599811,29.9986424,78.1932405
2356599813,29.9956321,78.2027059
2356599816,30.0018725,78.1992277
2356599820,29.9912008,78.1982844
2356599821,29.9948098,78.2020789
2356599825,30.0049103,78.1950384
2356599842,29.9972813,78.1919439
2356646663,30.000078,78.2038194
2356646668,29.9997913,78.2085675
2356646683,29.9981985,78.199299
2356646696,30.0003224,78.2057293
2356646703,29.9987526,78.2023055
2356646708,30.0005019,78.1950469
2356646711,29.9979203,78.1987162
2356646716,29.9990141,78.2021247
2356646721,29.9999944,78.2054808
2356646727,29.9976147,78.2014787
2356646741,29.9973244,78.2011046
2356646761,30.0005274,78.1976674
2356646764,30.0024217,78.1963612
2356646766,30.0017946,78.1946674
2356646773,29.9995655,78.202236
2356646778,29.999054,78.2026993
2356646784,30.0010746,78.1955256
2356646786,29.9997203,78.2058146
2356646814,30.0001059,78.2028077
2356646818,30.0018747,78.1930547
2356646822,29.999856,78.2030813
2356646824,29.9983486,78.1980631
2356646829,30.000387,78.2033928
2356646836,29.9985914,78.2025021
2356646838,30.0002685,78.2040812
2356646840,29.9988526,78.2028778
2356646850,30.002095,78.1990794
2356646858,30.0020013,78.1961802
2356646860,30.0002546,78.2035641
2356646862,29.9966135,78.2001956
2356646869,29.9994327,78.2089988
2356646874,30.0021308,78.1961674
2356646881,30.0038389,78.1903495
2356646883,29.9995011,78.2035438
2356646885,30.0008683,78.198544
2356646890,29.9969793,78.1997715
2356646893,29.9992981,78.2024825
2356646895,29.9999596,78.1987175
2356646902,29.9997662,78.2052261
2356646907,29.9987679,78.1974569
2356646910,29.9991902,78.2099343
2356646912,29.9996576,78.2033217
2356646920,30.0002028,78.2047709
2356646922,29.9970682,78.2008038
2356646924,29.9990455,78.1970948
2356646930,29.9974768,78.2003862
2356646935,29.9974773,78.1982547
2356646938,30.0014914,78.1961037
2356646940,29.9999154,78.2040842
2356646943,30.0004548,78.1973821
2356646968,29.9996097,78.1994609
2356646971,29.9995321,78.1963827
2356646975,30.0021604,78.1949866
2356646992,29.9996529,78.2092309
2356647000,29.9978796,78.1987646
2356660127,30.0141667,78.2052034
2356660249,30.0118215,78.2064822
2356660251,30.0082877,78.2053665
2356660281,30.0105544,78.2065665
2356660329,30.0212855,78.2060378
2356660346,30.0092499,78.2004241
2356660359,30.0125362,78.2028493
2356706502,30.3144017,78.0247864
2356706504,30.3140195,78.0256703
2356706506,30.3126473,78.0274569
2356706516,30.3148282,78.0277759
2356706521,30.316821,78.0292251
2356706530,30.3131549,78.0275203
2356706532,30.3123944,78.0274415
2356706534,30.3116338,78.0280594
2356706536,30.3113715,78.0281084
2356706538,30.3098151,78.0301298
2356706540,30.3078674,78.0326571
2356706548,30.3178825,78.0246335
2356706549,30.3182235,78.0241388
2356706550,30.3187734,78.0233345
2356706551,30.3195046,78.0222242
2356706552,30.3201005,78.0212882
2356706553,30.3205491,78.0206191
2356706554,30.320844,78.0201493
2356706555,30.3209361,78.0199963
2356706557,30.321526,78.0192774
2356706558,30.3218332,78.0194143
2356706563,30.3204538,78.0195728
2356706564,30.319609,78.0208789
2356706565,30.3189915,78.0218078
2356706566,30.3198425,78.019039
2356706568,30.3189557,78.0203162
2356706569,30.3184041,78.0198217
2356706570,30.3177342,78.0192245
2356706573,30.3166309,78.0189583
2356706574,30.316296,78.0194527
2356706575,30.3155868,78.0205064
2356706576,30.3158994,78.0259741
2356706578,30.31722,78.0240221
2356706580,30.3180482,78.0227656
2356707495,30.314396,78.0194174
2356707496,30.3131398,78.018331
2356707498,30.3134107,78.0174608
2356707499,30.3119435,78.0228234
2356707501,30.3130066,78.0213903
2356707502,30.3148135,78.0189659
2356707503,30.3160267,78.0174118
2356707505,30.3152314,78.0201814
